,id,session,species,recordStart,recordStartDate,recordEnd,recordEndDate,hops,c_short,c_long,c_total,c_diff
48,48,5,B. campestris,1747330870238,2025-05-15T17:41:10.238Z,1747330990238,2025-05-15T17:43:10.238Z,"[{'type': 's', 'time': '2025-05-15T17:41:16.811Z'}, {'type': 's', 'time': '2025-05-15T17:41:28.650Z'}, {'type': 'l', 'time': '2025-05-15T17:41:32.478Z'}, {'type': 's', 'time': '2025-05-15T17:41:49.677Z'}, {'type': 'l', 'time': '2025-05-15T17:41:51.860Z'}, {'type': 'l', 'time': '2025-05-15T17:41:57.759Z'}, {'type': 's', 'time': '2025-05-15T17:42:10.875Z'}, {'type': 'l', 'time': '2025-05-15T17:42:22.477Z'}, {'type': 's', 'time': '2025-05-15T17:42:25.368Z'}, {'type': 's', 'time': '2025-05-15T17:42:28.589Z'}, {'type': 'l', 'time': '2025-05-15T17:42:36.963Z'}, {'type': 's', 'time': '2025-05-15T17:42:43.304Z'}, {'type': 's', 'time': '2025-05-15T17:42:51.713Z'}, {'type': 'l', 'time': '2025-05-15T17:42:56.857Z'}, {'type': 'l', 'time': '2025-05-15T17:43:01.305Z'}]",8,7,15,1
49,49,5,B. hortorum,1747331078826,2025-05-15T17:44:38.826Z,1747331198826,2025-05-15T17:46:38.826Z,"[{'type': 'l', 'time': '2025-05-15T17:44:46.627Z'}, {'type': 's', 'time': '2025-05-15T17:44:47.726Z'}, {'type': 'l', 'time': '2025-05-15T17:44:50.873Z'}, {'type': 's', 'time': '2025-05-15T17:44:53.168Z'}, {'type': 'l', 'time': '2025-05-15T17:44:59.514Z'}, {'type': 's', 'time': '2025-05-15T17:45:01.600Z'}, {'type': 'l', 'time': '2025-05-15T17:45:06.201Z'}, {'type': 's', 'time': '2025-05-15T17:45:10.924Z'}, {'type': 'l', 'time': '2025-05-15T17:45:18.900Z'}, {'type': 's', 'time': '2025-05-15T17:45:19.533Z'}, {'type': 's', 'time': '2025-05-15T17:45:21.257Z'}, {'type': 's', 'time': '2025-05-15T17:45:23.571Z'}, {'type': 'l', 'time': '2025-05-15T17:45:28.522Z'}, {'type': 'l', 'time': '2025-05-15T17:45:34.855Z'}, {'type': 's', 'time': '2025-05-15T17:45:35.816Z'}, {'type': 's', 'time': '2025-05-15T17:45:38.225Z'}, {'type': 's', 'time': '2025-05-15T17:45:41.765Z'}, {'type': 's', 'time': '2025-05-15T17:45:44.316Z'}, {'type': 's', 'time': '2025-05-15T17:45:46.199Z'}, {'type': 'l', 'time': '2025-05-15T17:45:50.254Z'}, {'type': 'l', 'time': '2025-05-15T17:46:12.846Z'}, {'type': 's', 'time': '2025-05-15T17:46:16.013Z'}, {'type': 's', 'time': '2025-05-15T17:46:18.253Z'}, {'type': 'l', 'time': '2025-05-15T17:46:22.247Z'}, {'type': 's', 'time': '2025-05-15T17:46:25.545Z'}, {'type': 's', 'time': '2025-05-15T17:46:27.488Z'}, {'type': 's', 'time': '2025-05-15T17:46:34.346Z'}]",17,10,27,7
50,50,6,B. hortorum,1747417441454,2025-05-16T17:44:01.454Z,1747417561454,2025-05-16T17:46:01.454Z,"[{'type': 's', 'time': '2025-05-16T17:44:05.033Z'}, {'type': 's', 'time': '2025-05-16T17:44:10.419Z'}, {'type': 's', 'time': '2025-05-16T17:44:15.859Z'}, {'type': 'l', 'time': '2025-05-16T17:44:22.346Z'}, {'type': 's', 'time': '2025-05-16T17:44:30.067Z'}, {'type': 's', 'time': '2025-05-16T17:44:40.925Z'}, {'type': 'l', 'time': '2025-05-16T17:45:07.109Z'}, {'type': 'l', 'time': '2025-05-16T17:45:11.101Z'}, {'type': 'l', 'time': '2025-05-16T17:45:18.877Z'}, {'type': 'l', 'time': '2025-05-16T17:45:24.790Z'}, {'type': 's', 'time': '2025-05-16T17:45:30.593Z'}, {'type': 's', 'time': '2025-05-16T17:45:36.247Z'}, {'type': 'l', 'time': '2025-05-16T17:45:44.074Z'}, {'type': 's', 'time': '2025-05-16T17:45:52.131Z'}]",8,6,14,2
51,51,6,B. campestris,1747417699903,2025-05-16T17:48:19.903Z,1747417819903,2025-05-16T17:50:19.903Z,"[{'type': 'l', 'time': '2025-05-16T17:48:26.161Z'}, {'type': 's', 'time': '2025-05-16T17:48:36.475Z'}, {'type': 's', 'time': '2025-05-16T17:48:42.926Z'}, {'type': 's', 'time': '2025-05-16T17:48:47.984Z'}, {'type': 's', 'time': '2025-05-16T17:48:56.368Z'}, {'type': 's', 'time': '2025-05-16T17:49:07.049Z'}, {'type': 'l', 'time': '2025-05-16T17:49:16.274Z'}, {'type': 's', 'time': '2025-05-16T17:49:20.524Z'}, {'type': 's', 'time': '2025-05-16T17:49:25.266Z'}, {'type': 's', 'time': '2025-05-16T17:49:27.506Z'}, {'type': 'l', 'time': '2025-05-16T17:49:32.873Z'}, {'type': 'l', 'time': '2025-05-16T17:49:48.123Z'}]",8,4,12,4
52,52,6,B. lucorum,1747417925335,2025-05-16T17:52:05.335Z,1747418045335,2025-05-16T17:54:05.335Z,"[{'type': 'l', 'time': '2025-05-16T17:52:10.403Z'}, {'type': 's', 'time': '2025-05-16T17:52:12.342Z'}, {'type': 'l', 'time': '2025-05-16T17:52:14.365Z'}, {'type': 'l', 'time': '2025-05-16T17:52:21.133Z'}, {'type': 'l', 'time': '2025-05-16T17:52:24.793Z'}, {'type': 's', 'time': '2025-05-16T17:52:27.308Z'}, {'type': 'l', 'time': '2025-05-16T17:52:30.381Z'}, {'type': 's', 'time': '2025-05-16T17:52:32.126Z'}, {'type': 's', 'time': '2025-05-16T17:52:34.128Z'}, {'type': 'l', 'time': '2025-05-16T17:52:36.693Z'}, {'type': 's', 'time': '2025-05-16T17:52:40.150Z'}, {'type': 'l', 'time': '2025-05-16T17:52:42.884Z'}, {'type': 'l', 'time': '2025-05-16T17:52:45.965Z'}, {'type': 's', 'time': '2025-05-16T17:52:46.967Z'}, {'type': 's', 'time': '2025-05-16T17:52:48.989Z'}, {'type': 's', 'time': '2025-05-16T17:52:51.239Z'}, {'type': 's', 'time': '2025-05-16T17:52:54.391Z'}, {'type': 's', 'time': '2025-05-16T17:52:57.166Z'}, {'type': 's', 'time': '2025-05-16T17:53:00.125Z'}, {'type': 'l', 'time': '2025-05-16T17:53:09.410Z'}, {'type': 'l', 'time': '2025-05-16T17:53:12.456Z'}, {'type': 's', 'time': '2025-05-16T17:53:14.815Z'}, {'type': 'l', 'time': '2025-05-16T17:53:19.991Z'}, {'type': 'l', 'time': '2025-05-16T17:53:22.040Z'}, {'type': 'l', 'time': '2025-05-16T17:53:24.891Z'}, {'type': 's', 'time': '2025-05-16T17:53:26.723Z'}, {'type': 's', 'time': '2025-05-16T17:53:29.931Z'}, {'type': 's', 'time': '2025-05-16T17:53:39.101Z'}, {'type': 's', 'time': '2025-05-16T17:53:44.198Z'}, {'type': 's', 'time': '2025-05-16T17:53:48.139Z'}, {'type': 's', 'time': '2025-05-16T17:53:55.881Z'}, {'type': 's', 'time': '2025-05-16T17:54:01.123Z'}, {'type': 'l', 'time': '2025-05-16T17:54:04.847Z'}]",19,14,33,5
53,53,6,B. campestris,1747418116113,2025-05-16T17:55:16.113Z,1747418236113,2025-05-16T17:57:16.113Z,"[{'type': 's', 'time': '2025-05-16T17:55:18.697Z'}, {'type': 's', 'time': '2025-05-16T17:55:24.947Z'}, {'type': 's', 'time': '2025-05-16T17:55:27.927Z'}, {'type': 's', 'time': '2025-05-16T17:55:31.449Z'}, {'type': 'l', 'time': '2025-05-16T17:55:36.503Z'}, {'type': 's', 'time': '2025-05-16T17:55:38.453Z'}, {'type': 'l', 'time': '2025-05-16T17:55:43.320Z'}, {'type': 's', 'time': '2025-05-16T17:55:48.319Z'}, {'type': 's', 'time': '2025-05-16T17:55:53.182Z'}, {'type': 's', 'time': '2025-05-16T17:55:56.243Z'}, {'type': 'l', 'time': '2025-05-16T17:56:01.793Z'}, {'type': 's', 'time': '2025-05-16T17:56:06.118Z'}, {'type': 'l', 'time': '2025-05-16T17:56:09.734Z'}, {'type': 's', 'time': '2025-05-16T17:56:18.842Z'}, {'type': 'l', 'time': '2025-05-16T17:56:26.743Z'}, {'type': 's', 'time': '2025-05-16T17:56:38.968Z'}, {'type': 's', 'time': '2025-05-16T17:56:42.142Z'}, {'type': 's', 'time': '2025-05-16T17:56:46.617Z'}, {'type': 'l', 'time': '2025-05-16T17:56:53.050Z'}, {'type': 's', 'time': '2025-05-16T17:57:00.608Z'}, {'type': 'l', 'time': '2025-05-16T17:57:15.807Z'}]",14,7,21,7
54,54,6,B. campestris,1747418320829,2025-05-16T17:58:40.829Z,1747418440829,2025-05-16T18:00:40.829Z,"[{'type': 's', 'time': '2025-05-16T17:58:42.780Z'}, {'type': 'l', 'time': '2025-05-16T17:58:47.011Z'}, {'type': 's', 'time': '2025-05-16T17:58:49.754Z'}, {'type': 's', 'time': '2025-05-16T17:58:52.762Z'}, {'type': 's', 'time': '2025-05-16T17:58:57.123Z'}, {'type': 's', 'time': '2025-05-16T17:59:03.445Z'}, {'type': 's', 'time': '2025-05-16T17:59:08.517Z'}, {'type': 's', 'time': '2025-05-16T17:59:15.278Z'}, {'type': 's', 'time': '2025-05-16T17:59:28.352Z'}, {'type': 'l', 'time': '2025-05-16T17:59:31.619Z'}, {'type': 's', 'time': '2025-05-16T17:59:40.277Z'}, {'type': 's', 'time': '2025-05-16T17:59:43.336Z'}, {'type': 's', 'time': '2025-05-16T17:59:50.517Z'}, {'type': 'l', 'time': '2025-05-16T18:00:05.068Z'}, {'type': 'l', 'time': '2025-05-16T18:00:12.793Z'}, {'type': 's', 'time': '2025-05-16T18:00:25.315Z'}]",12,4,16,8
55,55,6,B. campestris,1747418501081,2025-05-16T18:01:41.081Z,1747418621081,2025-05-16T18:03:41.081Z,"[{'type': 'l', 'time': '2025-05-16T18:01:48.760Z'}, {'type': 's', 'time': '2025-05-16T18:01:51.851Z'}, {'type': 'l', 'time': '2025-05-16T18:01:59.642Z'}, {'type': 's', 'time': '2025-05-16T18:02:06.970Z'}, {'type': 's', 'time': '2025-05-16T18:02:12.437Z'}, {'type': 's', 'time': '2025-05-16T18:02:15.007Z'}, {'type': 'l', 'time': '2025-05-16T18:02:25.139Z'}, {'type': 'l', 'time': '2025-05-16T18:02:33.930Z'}, {'type': 's', 'time': '2025-05-16T18:02:39.755Z'}, {'type': 's', 'time': '2025-05-16T18:02:44.517Z'}, {'type': 's', 'time': '2025-05-16T18:02:48.528Z'}, {'type': 's', 'time': '2025-05-16T18:02:52.220Z'}, {'type': 's', 'time': '2025-05-16T18:02:55.568Z'}, {'type': 'l', 'time': '2025-05-16T18:03:00.527Z'}, {'type': 's', 'time': '2025-05-16T18:03:03.929Z'}, {'type': 's', 'time': '2025-05-16T18:03:08.435Z'}, {'type': 'l', 'time': '2025-05-16T18:03:14.354Z'}, {'type': 's', 'time': '2025-05-16T18:03:17.159Z'}, {'type': 'l', 'time': '2025-05-16T18:03:23.945Z'}, {'type': 'l', 'time': '2025-05-16T18:03:27.237Z'}, {'type': 'l', 'time': '2025-05-16T18:03:39.037Z'}]",12,9,21,3
56,56,6,B. campestris,1747418700021,2025-05-16T18:05:00.022Z,1747418820021,2025-05-16T18:07:00.021Z,"[{'type': 's', 'time': '2025-05-16T18:05:02.683Z'}, {'type': 'l', 'time': '2025-05-16T18:05:06.380Z'}, {'type': 's', 'time': '2025-05-16T18:05:09.291Z'}, {'type': 'l', 'time': '2025-05-16T18:05:12.429Z'}, {'type': 's', 'time': '2025-05-16T18:05:17.022Z'}, {'type': 'l', 'time': '2025-05-16T18:05:22.935Z'}, {'type': 's', 'time': '2025-05-16T18:05:28.340Z'}, {'type': 'l', 'time': '2025-05-16T18:05:33.449Z'}, {'type': 's', 'time': '2025-05-16T18:05:40.450Z'}, {'type': 'l', 'time': '2025-05-16T18:05:47.746Z'}, {'type': 's', 'time': '2025-05-16T18:05:52.414Z'}, {'type': 's', 'time': '2025-05-16T18:05:57.665Z'}, {'type': 'l', 'time': '2025-05-16T18:05:59.972Z'}, {'type': 's', 'time': '2025-05-16T18:06:03.421Z'}, {'type': 's', 'time': '2025-05-16T18:06:10.673Z'}, {'type': 's', 'time': '2025-05-16T18:06:22.438Z'}, {'type': 's', 'time': '2025-05-16T18:06:26.037Z'}, {'type': 's', 'time': '2025-05-16T18:06:28.555Z'}, {'type': 's', 'time': '2025-05-16T18:06:32.205Z'}, {'type': 'l', 'time': '2025-05-16T18:06:35.443Z'}, {'type': 's', 'time': '2025-05-16T18:06:41.111Z'}, {'type': 's', 'time': '2025-05-16T18:06:43.172Z'}, {'type': 's', 'time': '2025-05-16T18:06:48.180Z'}, {'type': 'l', 'time': '2025-05-16T18:06:51.196Z'}, {'type': 'l', 'time': '2025-05-16T18:06:53.219Z'}, {'type': 'l', 'time': '2025-05-16T18:06:56.638Z'}, {'type': 'l', 'time': '2025-05-16T18:06:59.204Z'}]",16,11,27,5
57,57,6,B. campestris,1747418940128,2025-05-16T18:09:00.128Z,1747419060128,2025-05-16T18:11:00.128Z,"[{'type': 's', 'time': '2025-05-16T18:09:04.515Z'}, {'type': 's', 'time': '2025-05-16T18:09:12.777Z'}, {'type': 's', 'time': '2025-05-16T18:09:15.734Z'}, {'type': 's', 'time': '2025-05-16T18:09:18.678Z'}, {'type': 's', 'time': '2025-05-16T18:09:26.057Z'}, {'type': 's', 'time': '2025-05-16T18:09:47.240Z'}, {'type': 's', 'time': '2025-05-16T18:09:51.181Z'}, {'type': 'l', 'time': '2025-05-16T18:09:52.954Z'}, {'type': 'l', 'time': '2025-05-16T18:10:01.064Z'}, {'type': 's', 'time': '2025-05-16T18:10:04.174Z'}, {'type': 's', 'time': '2025-05-16T18:10:08.120Z'}, {'type': 'l', 'time': '2025-05-16T18:10:11.322Z'}, {'type': 's', 'time': '2025-05-16T18:10:16.355Z'}, {'type': 'l', 'time': '2025-05-16T18:10:19.246Z'}, {'type': 's', 'time': '2025-05-16T18:10:22.954Z'}, {'type': 's', 'time': '2025-05-16T18:10:24.932Z'}, {'type': 's', 'time': '2025-05-16T18:10:28.412Z'}, {'type': 'l', 'time': '2025-05-16T18:10:35.185Z'}, {'type': 'l', 'time': '2025-05-16T18:10:42.809Z'}, {'type': 's', 'time': '2025-05-16T18:10:48.328Z'}, {'type': 's', 'time': '2025-05-16T18:10:50.045Z'}]",15,6,21,9
58,58,6,B. lucorum,1747419227155,2025-05-16T18:13:47.155Z,1747419347155,2025-05-16T18:15:47.155Z,"[{'type': 's', 'time': '2025-05-16T18:13:53.600Z'}, {'type': 's', 'time': '2025-05-16T18:13:55.424Z'}, {'type': 's', 'time': '2025-05-16T18:13:58.611Z'}, {'type': 'l', 'time': '2025-05-16T18:14:01.963Z'}, {'type': 'l', 'time': '2025-05-16T18:14:05.242Z'}, {'type': 'l', 'time': '2025-05-16T18:14:09.889Z'}, {'type': 'l', 'time': '2025-05-16T18:14:13.044Z'}, {'type': 's', 'time': '2025-05-16T18:14:14.396Z'}, {'type': 's', 'time': '2025-05-16T18:14:16.529Z'}, {'type': 's', 'time': '2025-05-16T18:14:18.538Z'}, {'type': 's', 'time': '2025-05-16T18:14:21.464Z'}, {'type': 's', 'time': '2025-05-16T18:14:24.662Z'}, {'type': 'l', 'time': '2025-05-16T18:14:26.861Z'}, {'type': 'l', 'time': '2025-05-16T18:14:30.347Z'}, {'type': 's', 'time': '2025-05-16T18:14:33.549Z'}, {'type': 's', 'time': '2025-05-16T18:14:35.230Z'}, {'type': 'l', 'time': '2025-05-16T18:14:38.718Z'}, {'type': 's', 'time': '2025-05-16T18:14:40.620Z'}, {'type': 's', 'time': '2025-05-16T18:14:44.491Z'}, {'type': 'l', 'time': '2025-05-16T18:14:48.737Z'}, {'type': 'l', 'time': '2025-05-16T18:14:53.089Z'}, {'type': 'l', 'time': '2025-05-16T18:14:56.987Z'}, {'type': 'l', 'time': '2025-05-16T18:14:58.336Z'}, {'type': 's', 'time': '2025-05-16T18:15:00.896Z'}, {'type': 's', 'time': '2025-05-16T18:15:03.885Z'}, {'type': 'l', 'time': '2025-05-16T18:15:12.178Z'}, {'type': 'l', 'time': '2025-05-16T18:15:18.061Z'}, {'type': 's', 'time': '2025-05-16T18:15:23.430Z'}, {'type': 's', 'time': '2025-05-16T18:15:26.616Z'}, {'type': 's', 'time': '2025-05-16T18:15:29.067Z'}, {'type': 's', 'time': '2025-05-16T18:15:31.658Z'}, {'type': 'l', 'time': '2025-05-16T18:15:37.502Z'}, {'type': 's', 'time': '2025-05-16T18:15:39.477Z'}, {'type': 's', 'time': '2025-05-16T18:15:41.735Z'}, {'type': 's', 'time': '2025-05-16T18:15:44.748Z'}]",21,14,35,7
59,59,6,B. campestris,1747419446158,2025-05-16T18:17:26.159Z,1747419566158,2025-05-16T18:19:26.158Z,"[{'type': 's', 'time': '2025-05-16T18:17:31.073Z'}, {'type': 's', 'time': '2025-05-16T18:17:34.848Z'}, {'type': 'l', 'time': '2025-05-16T18:17:40.344Z'}, {'type': 'l', 'time': '2025-05-16T18:17:49.573Z'}, {'type': 's', 'time': '2025-05-16T18:18:31.261Z'}, {'type': 's', 'time': '2025-05-16T18:18:34.975Z'}, {'type': 's', 'time': '2025-05-16T18:18:37.984Z'}, {'type': 's', 'time': '2025-05-16T18:18:43.761Z'}, {'type': 's', 'time': '2025-05-16T18:18:49.161Z'}, {'type': 'l', 'time': '2025-05-16T18:18:55.661Z'}, {'type': 'l', 'time': '2025-05-16T18:18:58.520Z'}, {'type': 's', 'time': '2025-05-16T18:19:07.375Z'}, {'type': 's', 'time': '2025-05-16T18:19:13.527Z'}, {'type': 'l', 'time': '2025-05-16T18:19:19.659Z'}]",9,5,14,4
60,60,7,B. lucorum,1747501559075,2025-05-17T17:05:59.075Z,1747501679075,2025-05-17T17:07:59.075Z,"[{'type': 's', 'time': '2025-05-17T17:06:04.115Z'}, {'type': 's', 'time': '2025-05-17T17:06:07.289Z'}, {'type': 's', 'time': '2025-05-17T17:06:17.321Z'}, {'type': 's', 'time': '2025-05-17T17:06:25.697Z'}, {'type': 's', 'time': '2025-05-17T17:06:28.848Z'}, {'type': 's', 'time': '2025-05-17T17:06:31.144Z'}, {'type': 'l', 'time': '2025-05-17T17:06:32.655Z'}, {'type': 'l', 'time': '2025-05-17T17:06:38.455Z'}, {'type': 'l', 'time': '2025-05-17T17:06:43.952Z'}, {'type': 's', 'time': '2025-05-17T17:06:46.972Z'}, {'type': 's', 'time': '2025-05-17T17:06:48.240Z'}, {'type': 's', 'time': '2025-05-17T17:06:52.222Z'}, {'type': 's', 'time': '2025-05-17T17:06:57.004Z'}, {'type': 's', 'time': '2025-05-17T17:07:00.630Z'}, {'type': 'l', 'time': '2025-05-17T17:07:05.012Z'}, {'type': 's', 'time': '2025-05-17T17:07:07.252Z'}, {'type': 's', 'time': '2025-05-17T17:07:11.272Z'}, {'type': 's', 'time': '2025-05-17T17:07:15.988Z'}, {'type': 's', 'time': '2025-05-17T17:07:22.514Z'}, {'type': 's', 'time': '2025-05-17T17:07:30.642Z'}, {'type': 'l', 'time': '2025-05-17T17:07:35.927Z'}, {'type': 'l', 'time': '2025-05-17T17:07:56.568Z'}]",16,6,22,10
61,61,7,B. pratorum,1747501749059,2025-05-17T17:09:09.059Z,1747501869059,2025-05-17T17:11:09.059Z,"[{'type': 's', 'time': '2025-05-17T17:09:12.733Z'}, {'type': 'l', 'time': '2025-05-17T17:09:20.198Z'}, {'type': 's', 'time': '2025-05-17T17:09:23.630Z'}, {'type': 's', 'time': '2025-05-17T17:09:27.157Z'}, {'type': 's', 'time': '2025-05-17T17:09:32.214Z'}, {'type': 's', 'time': '2025-05-17T17:09:37.723Z'}, {'type': 'l', 'time': '2025-05-17T17:09:42.230Z'}, {'type': 's', 'time': '2025-05-17T17:09:46.111Z'}, {'type': 's', 'time': '2025-05-17T17:09:51.472Z'}, {'type': 's', 'time': '2025-05-17T17:09:56.564Z'}, {'type': 's', 'time': '2025-05-17T17:10:05.385Z'}, {'type': 'l', 'time': '2025-05-17T17:10:14.009Z'}, {'type': 's', 'time': '2025-05-17T17:10:17.580Z'}, {'type': 's', 'time': '2025-05-17T17:10:22.855Z'}, {'type': 's', 'time': '2025-05-17T17:10:25.921Z'}, {'type': 'l', 'time': '2025-05-17T17:10:30.662Z'}, {'type': 's', 'time': '2025-05-17T17:10:33.244Z'}, {'type': 'l', 'time': '2025-05-17T17:10:38.862Z'}, {'type': 's', 'time': '2025-05-17T17:10:43.945Z'}, {'type': 'l', 'time': '2025-05-17T17:10:51.029Z'}, {'type': 's', 'time': '2025-05-17T17:10:53.370Z'}, {'type': 'l', 'time': '2025-05-17T17:10:59.678Z'}, {'type': 's', 'time': '2025-05-17T17:11:02.727Z'}, {'type': 's', 'time': '2025-05-17T17:11:06.385Z'}]",17,7,24,10
62,62,7,B. campestris,1747502181281,2025-05-17T17:16:21.281Z,1747502301281,2025-05-17T17:18:21.281Z,"[{'type': 'l', 'time': '2025-05-17T17:16:29.194Z'}, {'type': 's', 'time': '2025-05-17T17:16:31.644Z'}, {'type': 's', 'time': '2025-05-17T17:16:33.600Z'}, {'type': 'l', 'time': '2025-05-17T17:16:37.264Z'}, {'type': 's', 'time': '2025-05-17T17:16:38.683Z'}, {'type': 'l', 'time': '2025-05-17T17:16:42.600Z'}, {'type': 's', 'time': '2025-05-17T17:16:46.286Z'}, {'type': 'l', 'time': '2025-05-17T17:16:50.009Z'}, {'type': 'l', 'time': '2025-05-17T17:16:54.894Z'}, {'type': 'l', 'time': '2025-05-17T17:17:00.391Z'}, {'type': 's', 'time': '2025-05-17T17:17:00.926Z'}, {'type': 's', 'time': '2025-05-17T17:17:10.942Z'}, {'type': 'l', 'time': '2025-05-17T17:17:20.942Z'}, {'type': 'l', 'time': '2025-05-17T17:17:23.309Z'}, {'type': 's', 'time': '2025-05-17T17:17:25.651Z'}, {'type': 's', 'time': '2025-05-17T17:17:29.222Z'}, {'type': 's', 'time': '2025-05-17T17:17:35.533Z'}, {'type': 's', 'time': '2025-05-17T17:17:40.816Z'}, {'type': 's', 'time': '2025-05-17T17:17:46.842Z'}, {'type': 'l', 'time': '2025-05-17T17:17:48.722Z'}, {'type': 'l', 'time': '2025-05-17T17:17:55.272Z'}, {'type': 's', 'time': '2025-05-17T17:18:00.416Z'}, {'type': 's', 'time': '2025-05-17T17:18:04.957Z'}, {'type': 's', 'time': '2025-05-17T17:18:08.830Z'}, {'type': 'l', 'time': '2025-05-17T17:18:11.475Z'}, {'type': 's', 'time': '2025-05-17T17:18:17.815Z'}]",15,11,26,4
63,63,7,B. lucorum,1747502395578,2025-05-17T17:19:55.578Z,1747502515578,2025-05-17T17:21:55.578Z,"[{'type': 's', 'time': '2025-05-17T17:19:59.344Z'}, {'type': 'l', 'time': '2025-05-17T17:20:04.501Z'}, {'type': 's', 'time': '2025-05-17T17:20:08.947Z'}, {'type': 's', 'time': '2025-05-17T17:20:12.450Z'}, {'type': 's', 'time': '2025-05-17T17:20:16.557Z'}, {'type': 'l', 'time': '2025-05-17T17:20:20.025Z'}, {'type': 'l', 'time': '2025-05-17T17:20:23.693Z'}, {'type': 's', 'time': '2025-05-17T17:20:27.092Z'}, {'type': 's', 'time': '2025-05-17T17:20:30.689Z'}, {'type': 'l', 'time': '2025-05-17T17:20:33.900Z'}, {'type': 'l', 'time': '2025-05-17T17:20:36.667Z'}, {'type': 's', 'time': '2025-05-17T17:20:41.022Z'}, {'type': 's', 'time': '2025-05-17T17:20:44.417Z'}, {'type': 's', 'time': '2025-05-17T17:20:46.415Z'}, {'type': 's', 'time': '2025-05-17T17:20:48.698Z'}, {'type': 'l', 'time': '2025-05-17T17:20:51.630Z'}, {'type': 's', 'time': '2025-05-17T17:20:58.354Z'}, {'type': 's', 'time': '2025-05-17T17:21:01.655Z'}, {'type': 'l', 'time': '2025-05-17T17:21:07.932Z'}, {'type': 's', 'time': '2025-05-17T17:21:10.482Z'}, {'type': 's', 'time': '2025-05-17T17:21:12.346Z'}, {'type': 's', 'time': '2025-05-17T17:21:15.374Z'}, {'type': 's', 'time': '2025-05-17T17:21:21.372Z'}, {'type': 's', 'time': '2025-05-17T17:21:24.183Z'}, {'type': 's', 'time': '2025-05-17T17:21:26.272Z'}, {'type': 's', 'time': '2025-05-17T17:21:28.247Z'}, {'type': 's', 'time': '2025-05-17T17:21:32.389Z'}, {'type': 's', 'time': '2025-05-17T17:21:37.657Z'}, {'type': 'l', 'time': '2025-05-17T17:21:49.164Z'}]",21,8,29,13
64,64,7,B. lucorum,1747502637983,2025-05-17T17:23:57.983Z,1747502757983,2025-05-17T17:25:57.983Z,"[{'type': 'l', 'time': '2025-05-17T17:25:29.752Z'}, {'type': 's', 'time': '2025-05-17T17:25:36.188Z'}, {'type': 's', 'time': '2025-05-17T17:25:39.770Z'}, {'type': 's', 'time': '2025-05-17T17:25:48.589Z'}, {'type': 'l', 'time': '2025-05-17T17:25:57.556Z'}]",3,2,5,1
65,65,7,B. lucorum,1747502808302,2025-05-17T17:26:48.302Z,1747502928302,2025-05-17T17:28:48.302Z,"[{'type': 's', 'time': '2025-05-17T17:26:52.509Z'}, {'type': 'l', 'time': '2025-05-17T17:26:58.727Z'}, {'type': 's', 'time': '2025-05-17T17:27:00.657Z'}, {'type': 's', 'time': '2025-05-17T17:27:04.895Z'}, {'type': 's', 'time': '2025-05-17T17:27:07.829Z'}, {'type': 's', 'time': '2025-05-17T17:27:10.435Z'}, {'type': 's', 'time': '2025-05-17T17:27:18.492Z'}, {'type': 's', 'time': '2025-05-17T17:27:26.233Z'}, {'type': 's', 'time': '2025-05-17T17:27:29.224Z'}, {'type': 'l', 'time': '2025-05-17T17:27:33.692Z'}, {'type': 'l', 'time': '2025-05-17T17:27:38.064Z'}, {'type': 's', 'time': '2025-05-17T17:27:39.930Z'}, {'type': 's', 'time': '2025-05-17T17:27:44.470Z'}, {'type': 's', 'time': '2025-05-17T17:27:46.235Z'}, {'type': 's', 'time': '2025-05-17T17:27:49.241Z'}, {'type': 'l', 'time': '2025-05-17T17:27:52.614Z'}, {'type': 's', 'time': '2025-05-17T17:27:55.078Z'}, {'type': 's', 'time': '2025-05-17T17:27:57.738Z'}, {'type': 's', 'time': '2025-05-17T17:27:59.737Z'}, {'type': 's', 'time': '2025-05-17T17:28:02.098Z'}, {'type': 's', 'time': '2025-05-17T17:28:04.290Z'}, {'type': 'l', 'time': '2025-05-17T17:28:08.395Z'}, {'type': 's', 'time': '2025-05-17T17:28:10.390Z'}, {'type': 's', 'time': '2025-05-17T17:28:14.748Z'}, {'type': 'l', 'time': '2025-05-17T17:28:18.273Z'}, {'type': 's', 'time': '2025-05-17T17:28:29.081Z'}, {'type': 's', 'time': '2025-05-17T17:28:42.904Z'}]",21,6,27,15
