,id,session,species,recordStart,recordStartDate,recordEnd,recordEndDate,hops,c_short,c_long,c_total,c_diff
10,10,2,B. hypnorum,1747068432711,2025-05-12T16:47:12.711Z,1747068552711,2025-05-12T16:49:12.711Z,"[{'type': 'l', 'time': '2025-05-12T16:47:44.477Z'}, {'type': 's', 'time': '2025-05-12T16:47:47.860Z'}, {'type': 'l', 'time': '2025-05-12T16:47:53.276Z'}, {'type': 's', 'time': '2025-05-12T16:48:09.037Z'}, {'type': 's', 'time': '2025-05-12T16:48:19.458Z'}, {'type': 'l', 'time': '2025-05-12T16:48:24.198Z'}, {'type': 's', 'time': '2025-05-12T16:48:31.025Z'}, {'type': 'l', 'time': '2025-05-12T16:48:33.958Z'}, {'type': 'l', 'time': '2025-05-12T16:48:47.357Z'}, {'type': 's', 'time': '2025-05-12T16:48:55.108Z'}, {'type': 'l', 'time': '2025-05-12T16:48:59.699Z'}, {'type': 's', 'time': '2025-05-12T16:49:00.417Z'}]",6,6,12,0
11,11,2,B. pratorum,1747068764292,2025-05-12T16:52:44.292Z,1747068884292,2025-05-12T16:54:44.292Z,"[{'type': 'l', 'time': '2025-05-12T16:52:49.004Z'}, {'type': 's', 'time': '2025-05-12T16:52:52.493Z'}, {'type': 'l', 'time': '2025-05-12T16:52:57.199Z'}, {'type': 's', 'time': '2025-05-12T16:53:03.527Z'}, {'type': 's', 'time': '2025-05-12T16:53:24.442Z'}, {'type': 'l', 'time': '2025-05-12T16:53:31.802Z'}, {'type': 's', 'time': '2025-05-12T16:53:35.566Z'}, {'type': 's', 'time': '2025-05-12T16:53:51.608Z'}, {'type': 'l', 'time': '2025-05-12T16:53:57.066Z'}, {'type': 's', 'time': '2025-05-12T16:53:58.675Z'}, {'type': 's', 'time': '2025-05-12T16:54:07.233Z'}, {'type': 'l', 'time': '2025-05-12T16:54:11.765Z'}, {'type': 's', 'time': '2025-05-12T16:54:27.907Z'}, {'type': 'l', 'time': '2025-05-12T16:54:30.355Z'}, {'type': 's', 'time': '2025-05-12T16:54:33.714Z'}, {'type': 's', 'time': '2025-05-12T16:54:40.878Z'}]",10,6,16,4
12,12,2,B. hortorum,1747069077998,2025-05-12T16:57:57.998Z,1747069197998,2025-05-12T16:59:57.998Z,"[{'type': 's', 'time': '2025-05-12T16:58:00.701Z'}, {'type': 's', 'time': '2025-05-12T16:58:03.797Z'}, {'type': 's', 'time': '2025-05-12T16:58:07.689Z'}, {'type': 'l', 'time': '2025-05-12T16:58:10.289Z'}, {'type': 's', 'time': '2025-05-12T16:58:12.825Z'}, {'type': 's', 'time': '2025-05-12T16:58:14.714Z'}, {'type': 's', 'time': '2025-05-12T16:58:16.523Z'}, {'type': 's', 'time': '2025-05-12T16:58:17.976Z'}, {'type': 's', 'time': '2025-05-12T16:58:20.072Z'}, {'type': 'l', 'time': '2025-05-12T16:58:24.622Z'}, {'type': 's', 'time': '2025-05-12T16:58:27.020Z'}, {'type': 's', 'time': '2025-05-12T16:58:29.311Z'}, {'type': 'l', 'time': '2025-05-12T16:58:33.272Z'}, {'type': 's', 'time': '2025-05-12T16:58:37.461Z'}, {'type': 's', 'time': '2025-05-12T16:58:42.663Z'}, {'type': 's', 'time': '2025-05-12T16:58:47.304Z'}, {'type': 's', 'time': '2025-05-12T16:58:50.188Z'}, {'type': 'l', 'time': '2025-05-12T16:58:54.997Z'}, {'type': 's', 'time': '2025-05-12T16:58:58.395Z'}, {'type': 's', 'time': '2025-05-12T16:59:00.629Z'}, {'type': 's', 'time': '2025-05-12T16:59:02.561Z'}, {'type': 's', 'time': '2025-05-12T16:59:05.084Z'}, {'type': 'l', 'time': '2025-05-12T16:59:10.499Z'}, {'type': 's', 'time': '2025-05-12T16:59:13.245Z'}, {'type': 's', 'time': '2025-05-12T16:59:15.345Z'}, {'type': 's', 'time': '2025-05-12T16:59:17.287Z'}, {'type': 's', 'time': '2025-05-12T16:59:19.662Z'}, {'type': 's', 'time': '2025-05-12T16:59:22.222Z'}, {'type': 's', 'time': '2025-05-12T16:59:25.164Z'}, {'type': 's', 'time': '2025-05-12T16:59:27.711Z'}, {'type': 'l', 'time': '2025-05-12T16:59:30.984Z'}, {'type': 's', 'time': '2025-05-12T16:59:35.244Z'}, {'type': 's', 'time': '2025-05-12T16:59:37.319Z'}, {'type': 's', 'time': '2025-05-12T16:59:40.133Z'}, {'type': 's', 'time': '2025-05-12T16:59:44.411Z'}, {'type': 'l', 'time': '2025-05-12T16:59:46.212Z'}, {'type': 's', 'time': '2025-05-12T16:59:48.250Z'}]",30,7,37,23
13,13,2,B. hortorum,1747069253740,2025-05-12T17:00:53.740Z,1747069373740,2025-05-12T17:02:53.740Z,"[{'type': 'l', 'time': '2025-05-12T17:00:56.516Z'}, {'type': 'l', 'time': '2025-05-12T17:01:03.281Z'}, {'type': 'l', 'time': '2025-05-12T17:01:05.779Z'}, {'type': 'l', 'time': '2025-05-12T17:01:10.009Z'}, {'type': 's', 'time': '2025-05-12T17:01:14.464Z'}, {'type': 's', 'time': '2025-05-12T17:01:18.923Z'}, {'type': 's', 'time': '2025-05-12T17:01:24.904Z'}, {'type': 'l', 'time': '2025-05-12T17:01:27.966Z'}, {'type': 'l', 'time': '2025-05-12T17:01:34.739Z'}, {'type': 's', 'time': '2025-05-12T17:01:49.892Z'}, {'type': 's', 'time': '2025-05-12T17:01:54.544Z'}, {'type': 'l', 'time': '2025-05-12T17:01:58.022Z'}, {'type': 's', 'time': '2025-05-12T17:02:16.347Z'}, {'type': 's', 'time': '2025-05-12T17:02:20.479Z'}, {'type': 's', 'time': '2025-05-12T17:02:22.321Z'}, {'type': 'l', 'time': '2025-05-12T17:02:28.121Z'}, {'type': 's', 'time': '2025-05-12T17:02:42.388Z'}]",9,8,17,1
14,14,2,B. pascuorum,1747069398462,2025-05-12T17:03:18.462Z,1747069518462,2025-05-12T17:05:18.462Z,"[{'type': 's', 'time': '2025-05-12T17:03:23.894Z'}, {'type': 's', 'time': '2025-05-12T17:03:26.960Z'}, {'type': 's', 'time': '2025-05-12T17:03:39.976Z'}, {'type': 's', 'time': '2025-05-12T17:03:45.201Z'}, {'type': 'l', 'time': '2025-05-12T17:03:50.502Z'}, {'type': 's', 'time': '2025-05-12T17:03:52.409Z'}, {'type': 's', 'time': '2025-05-12T17:03:54.074Z'}, {'type': 's', 'time': '2025-05-12T17:03:57.632Z'}, {'type': 's', 'time': '2025-05-12T17:04:01.031Z'}, {'type': 's', 'time': '2025-05-12T17:04:07.026Z'}, {'type': 's', 'time': '2025-05-12T17:04:11.734Z'}, {'type': 'l', 'time': '2025-05-12T17:04:16.525Z'}, {'type': 'l', 'time': '2025-05-12T17:04:33.483Z'}, {'type': 's', 'time': '2025-05-12T17:04:36.466Z'}, {'type': 's', 'time': '2025-05-12T17:04:38.243Z'}, {'type': 's', 'time': '2025-05-12T17:04:44.274Z'}, {'type': 'l', 'time': '2025-05-12T17:04:50.514Z'}, {'type': 's', 'time': '2025-05-12T17:04:57.012Z'}, {'type': 's', 'time': '2025-05-12T17:05:07.096Z'}, {'type': 's', 'time': '2025-05-12T17:05:12.422Z'}, {'type': 's', 'time': '2025-05-12T17:05:15.374Z'}, {'type': 'l', 'time': '2025-05-12T17:05:18.032Z'}]",17,5,22,12
15,15,2,B. pascuorum,1747069765872,2025-05-12T17:09:25.872Z,1747069885872,2025-05-12T17:11:25.872Z,"[{'type': 's', 'time': '2025-05-12T17:09:28.926Z'}, {'type': 's', 'time': '2025-05-12T17:09:37.004Z'}, {'type': 's', 'time': '2025-05-12T17:09:46.951Z'}, {'type': 's', 'time': '2025-05-12T17:09:56.954Z'}, {'type': 's', 'time': '2025-05-12T17:10:01.496Z'}, {'type': 's', 'time': '2025-05-12T17:10:14.112Z'}, {'type': 'l', 'time': '2025-05-12T17:10:19.467Z'}, {'type': 'l', 'time': '2025-05-12T17:10:25.511Z'}, {'type': 's', 'time': '2025-05-12T17:10:28.270Z'}, {'type': 's', 'time': '2025-05-12T17:10:31.877Z'}, {'type': 'l', 'time': '2025-05-12T17:10:35.810Z'}, {'type': 'l', 'time': '2025-05-12T17:10:38.965Z'}, {'type': 's', 'time': '2025-05-12T17:10:43.368Z'}, {'type': 'l', 'time': '2025-05-12T17:10:47.018Z'}, {'type': 's', 'time': '2025-05-12T17:10:52.385Z'}, {'type': 's', 'time': '2025-05-12T17:10:55.402Z'}, {'type': 'l', 'time': '2025-05-12T17:11:00.356Z'}, {'type': 'l', 'time': '2025-05-12T17:11:03.785Z'}, {'type': 'l', 'time': '2025-05-12T17:11:07.302Z'}, {'type': 's', 'time': '2025-05-12T17:11:09.118Z'}, {'type': 's', 'time': '2025-05-12T17:11:11.868Z'}, {'type': 'l', 'time': '2025-05-12T17:11:14.862Z'}, {'type': 's', 'time': '2025-05-12T17:11:20.691Z'}]",14,9,23,5
16,16,2,B. pratorum,1747070178439,2025-05-12T17:16:18.439Z,1747070298439,2025-05-12T17:18:18.439Z,"[{'type': 's', 'time': '2025-05-12T17:16:20.839Z'}, {'type': 's', 'time': '2025-05-12T17:16:26.714Z'}, {'type': 'l', 'time': '2025-05-12T17:16:28.732Z'}, {'type': 's', 'time': '2025-05-12T17:16:30.240Z'}, {'type': 's', 'time': '2025-05-12T17:16:34.017Z'}, {'type': 's', 'time': '2025-05-12T17:16:42.498Z'}, {'type': 's', 'time': '2025-05-12T17:17:16.495Z'}, {'type': 's', 'time': '2025-05-12T17:17:24.002Z'}, {'type': 's', 'time': '2025-05-12T17:17:31.605Z'}, {'type': 's', 'time': '2025-05-12T17:17:43.634Z'}, {'type': 'l', 'time': '2025-05-12T17:17:47.835Z'}, {'type': 's', 'time': '2025-05-12T17:18:00.046Z'}, {'type': 's', 'time': '2025-05-12T17:18:09.121Z'}, {'type': 's', 'time': '2025-05-12T17:18:16.671Z'}]",12,2,14,10
17,17,2,B. hypnorum,1747070711617,2025-05-12T17:25:11.617Z,1747070831617,2025-05-12T17:27:11.617Z,"[{'type': 's', 'time': '2025-05-12T17:25:16.601Z'}, {'type': 'l', 'time': '2025-05-12T17:25:33.150Z'}, {'type': 's', 'time': '2025-05-12T17:25:35.835Z'}, {'type': 'l', 'time': '2025-05-12T17:25:40.017Z'}, {'type': 's', 'time': '2025-05-12T17:25:44.282Z'}, {'type': 's', 'time': '2025-05-12T17:25:46.715Z'}, {'type': 's', 'time': '2025-05-12T17:25:57.541Z'}, {'type': 'l', 'time': '2025-05-12T17:26:05.208Z'}, {'type': 's', 'time': '2025-05-12T17:26:08.550Z'}, {'type': 's', 'time': '2025-05-12T17:26:16.068Z'}, {'type': 'l', 'time': '2025-05-12T17:26:23.795Z'}, {'type': 'l', 'time': '2025-05-12T17:26:40.386Z'}, {'type': 's', 'time': '2025-05-12T17:26:54.465Z'}, {'type': 'l', 'time': '2025-05-12T17:26:58.796Z'}, {'type': 's', 'time': '2025-05-12T17:27:06.171Z'}]",9,6,15,3
18,18,2,B. jonellus,1747070972624,2025-05-12T17:29:32.624Z,1747071092624,2025-05-12T17:31:32.624Z,"[{'type': 's', 'time': '2025-05-12T17:29:34.575Z'}, {'type': 'l', 'time': '2025-05-12T17:29:38.339Z'}, {'type': 'l', 'time': '2025-05-12T17:29:40.435Z'}, {'type': 's', 'time': '2025-05-12T17:29:46.002Z'}, {'type': 's', 'time': '2025-05-12T17:29:51.397Z'}, {'type': 's', 'time': '2025-05-12T17:29:56.766Z'}, {'type': 's', 'time': '2025-05-12T17:30:04.079Z'}, {'type': 'l', 'time': '2025-05-12T17:30:16.228Z'}, {'type': 's', 'time': '2025-05-12T17:30:35.494Z'}, {'type': 's', 'time': '2025-05-12T17:30:40.786Z'}, {'type': 'l', 'time': '2025-05-12T17:30:48.469Z'}, {'type': 's', 'time': '2025-05-12T17:30:54.393Z'}, {'type': 'l', 'time': '2025-05-12T17:31:08.052Z'}, {'type': 's', 'time': '2025-05-12T17:31:11.692Z'}, {'type': 'l', 'time': '2025-05-12T17:31:20.725Z'}, {'type': 'l', 'time': '2025-05-12T17:31:26.309Z'}, {'type': 's', 'time': '2025-05-12T17:31:32.645Z'}]",10,7,17,3
19,19,2,B. jonellus,1747071251784,2025-05-12T17:34:11.785Z,1747071371784,2025-05-12T17:36:11.784Z,"[{'type': 'l', 'time': '2025-05-12T17:34:17.977Z'}, {'type': 's', 'time': '2025-05-12T17:34:26.144Z'}, {'type': 's', 'time': '2025-05-12T17:34:27.344Z'}, {'type': 's', 'time': '2025-05-12T17:34:31.610Z'}, {'type': 'l', 'time': '2025-05-12T17:34:40.038Z'}, {'type': 's', 'time': '2025-05-12T17:34:42.868Z'}, {'type': 's', 'time': '2025-05-12T17:34:48.365Z'}, {'type': 's', 'time': '2025-05-12T17:34:55.673Z'}, {'type': 's', 'time': '2025-05-12T17:35:00.636Z'}, {'type': 'l', 'time': '2025-05-12T17:35:05.934Z'}, {'type': 's', 'time': '2025-05-12T17:35:09.622Z'}, {'type': 'l', 'time': '2025-05-12T17:35:16.106Z'}, {'type': 's', 'time': '2025-05-12T17:35:22.955Z'}, {'type': 'l', 'time': '2025-05-12T17:35:26.663Z'}, {'type': 'l', 'time': '2025-05-12T17:35:39.132Z'}, {'type': 'l', 'time': '2025-05-12T17:35:46.721Z'}, {'type': 'l', 'time': '2025-05-12T17:35:55.938Z'}, {'type': 's', 'time': '2025-05-12T17:35:59.130Z'}, {'type': 's', 'time': '2025-05-12T17:36:05.217Z'}]",11,8,19,3
20,20,3,B. pascuorum,1747155519187,2025-05-13T16:58:39.187Z,1747155639187,2025-05-13T17:00:39.187Z,"[{'type': 'l', 'time': '2025-05-13T16:58:48.073Z'}, {'type': 's', 'time': '2025-05-13T16:58:50.776Z'}, {'type': 'l', 'time': '2025-05-13T16:58:53.403Z'}, {'type': 'l', 'time': '2025-05-13T16:58:56.223Z'}, {'type': 'l', 'time': '2025-05-13T16:58:59.607Z'}, {'type': 'l', 'time': '2025-05-13T16:59:03.309Z'}, {'type': 's', 'time': '2025-05-13T16:59:05.831Z'}, {'type': 'l', 'time': '2025-05-13T16:59:12.677Z'}, {'type': 'l', 'time': '2025-05-13T16:59:15.199Z'}, {'type': 'l', 'time': '2025-05-13T16:59:23.765Z'}, {'type': 's', 'time': '2025-05-13T16:59:32.272Z'}, {'type': 's', 'time': '2025-05-13T16:59:33.474Z'}, {'type': 'l', 'time': '2025-05-13T16:59:40.344Z'}, {'type': 's', 'time': '2025-05-13T16:59:52.865Z'}, {'type': 's', 'time': '2025-05-13T16:59:56.781Z'}, {'type': 'l', 'time': '2025-05-13T17:00:01.065Z'}, {'type': 'l', 'time': '2025-05-13T17:00:05.327Z'}, {'type': 's', 'time': '2025-05-13T17:00:09.681Z'}, {'type': 's', 'time': '2025-05-13T17:00:14.331Z'}, {'type': 'l', 'time': '2025-05-13T17:00:22.555Z'}, {'type': 's', 'time': '2025-05-13T17:00:24.461Z'}, {'type': 's', 'time': '2025-05-13T17:00:32.005Z'}, {'type': 's', 'time': '2025-05-13T17:00:37.671Z'}]",11,12,23,-1
21,21,3,B. hypnorum,1747155706409,2025-05-13T17:01:46.409Z,1747155826409,2025-05-13T17:03:46.409Z,"[{'type': 'l', 'time': '2025-05-13T17:01:52.983Z'}, {'type': 'l', 'time': '2025-05-13T17:01:55.299Z'}, {'type': 's', 'time': '2025-05-13T17:01:58.826Z'}, {'type': 's', 'time': '2025-05-13T17:02:00.354Z'}, {'type': 'l', 'time': '2025-05-13T17:02:04.432Z'}, {'type': 'l', 'time': '2025-05-13T17:02:10.230Z'}, {'type': 's', 'time': '2025-05-13T17:02:11.348Z'}, {'type': 's', 'time': '2025-05-13T17:02:15.323Z'}, {'type': 's', 'time': '2025-05-13T17:02:17.040Z'}, {'type': 'l', 'time': '2025-05-13T17:02:23.952Z'}, {'type': 's', 'time': '2025-05-13T17:03:25.241Z'}, {'type': 's', 'time': '2025-05-13T17:03:30.106Z'}, {'type': 'l', 'time': '2025-05-13T17:03:41.159Z'}, {'type': 's', 'time': '2025-05-13T17:03:45.612Z'}]",8,6,14,2
22,22,3,B. campestris,1747155959827,2025-05-13T17:05:59.828Z,1747156079827,2025-05-13T17:07:59.827Z,"[{'type': 's', 'time': '2025-05-13T17:06:03.510Z'}, {'type': 'l', 'time': '2025-05-13T17:06:06.553Z'}, {'type': 's', 'time': '2025-05-13T17:06:14.856Z'}, {'type': 's', 'time': '2025-05-13T17:06:22.433Z'}, {'type': 's', 'time': '2025-05-13T17:06:32.751Z'}, {'type': 's', 'time': '2025-05-13T17:06:47.977Z'}, {'type': 's', 'time': '2025-05-13T17:06:56.121Z'}, {'type': 'l', 'time': '2025-05-13T17:07:05.757Z'}, {'type': 's', 'time': '2025-05-13T17:07:12.214Z'}, {'type': 's', 'time': '2025-05-13T17:07:14.913Z'}, {'type': 's', 'time': '2025-05-13T17:07:21.915Z'}, {'type': 'l', 'time': '2025-05-13T17:07:27.712Z'}, {'type': 'l', 'time': '2025-05-13T17:07:34.663Z'}, {'type': 's', 'time': '2025-05-13T17:07:56.387Z'}]",10,4,14,6
23,23,3,B. hypnorum,1747156225604,2025-05-13T17:10:25.604Z,1747156345604,2025-05-13T17:12:25.604Z,"[{'type': 's', 'time': '2025-05-13T17:10:31.872Z'}, {'type': 's', 'time': '2025-05-13T17:10:38.363Z'}, {'type': 'l', 'time': '2025-05-13T17:10:43.813Z'}, {'type': 's', 'time': '2025-05-13T17:10:52.001Z'}, {'type': 'l', 'time': '2025-05-13T17:11:13.013Z'}, {'type': 's', 'time': '2025-05-13T17:11:23.076Z'}, {'type': 's', 'time': '2025-05-13T17:11:57.968Z'}, {'type': 's', 'time': '2025-05-13T17:12:02.303Z'}, {'type': 'l', 'time': '2025-05-13T17:12:15.792Z'}, {'type': 's', 'time': '2025-05-13T17:12:23.842Z'}, {'type': 'l', 'time': '2025-05-13T17:12:25.184Z'}]",7,4,11,3
24,24,3,B. campestris,1747156494919,2025-05-13T17:14:54.919Z,1747156614919,2025-05-13T17:16:54.919Z,"[{'type': 'l', 'time': '2025-05-13T17:14:58.293Z'}, {'type': 'l', 'time': '2025-05-13T17:15:03.063Z'}, {'type': 's', 'time': '2025-05-13T17:15:09.043Z'}, {'type': 's', 'time': '2025-05-13T17:15:19.449Z'}, {'type': 's', 'time': '2025-05-13T17:15:22.817Z'}, {'type': 'l', 'time': '2025-05-13T17:15:29.675Z'}, {'type': 's', 'time': '2025-05-13T17:15:33.008Z'}, {'type': 'l', 'time': '2025-05-13T17:15:40.861Z'}, {'type': 'l', 'time': '2025-05-13T17:15:45.938Z'}, {'type': 'l', 'time': '2025-05-13T17:15:50.583Z'}, {'type': 's', 'time': '2025-05-13T17:15:53.819Z'}, {'type': 's', 'time': '2025-05-13T17:15:55.057Z'}, {'type': 's', 'time': '2025-05-13T17:15:59.558Z'}, {'type': 'l', 'time': '2025-05-13T17:16:01.137Z'}, {'type': 's', 'time': '2025-05-13T17:16:04.890Z'}, {'type': 's', 'time': '2025-05-13T17:16:07.312Z'}, {'type': 'l', 'time': '2025-05-13T17:16:28.845Z'}, {'type': 's', 'time': '2025-05-13T17:16:36.714Z'}, {'type': 's', 'time': '2025-05-13T17:16:40.754Z'}, {'type': 'l', 'time': '2025-05-13T17:16:43.398Z'}, {'type': 's', 'time': '2025-05-13T17:16:50.737Z'}]",12,9,21,3
25,25,3,B. hortorum,1747156643821,2025-05-13T17:17:23.821Z,1747156763821,2025-05-13T17:19:23.821Z,"[{'type': 's', 'time': '2025-05-13T17:17:32.610Z'}, {'type': 's', 'time': '2025-05-13T17:17:35.453Z'}, {'type': 'l', 'time': '2025-05-13T17:17:36.885Z'}, {'type': 's', 'time': '2025-05-13T17:17:38.437Z'}, {'type': 's', 'time': '2025-05-13T17:17:40.753Z'}, {'type': 'l', 'time': '2025-05-13T17:17:42.826Z'}, {'type': 's', 'time': '2025-05-13T17:17:44.503Z'}, {'type': 's', 'time': '2025-05-13T17:17:46.978Z'}, {'type': 's', 'time': '2025-05-13T17:17:49.903Z'}, {'type': 'l', 'time': '2025-05-13T17:17:51.411Z'}, {'type': 's', 'time': '2025-05-13T17:17:52.328Z'}, {'type': 's', 'time': '2025-05-13T17:17:55.625Z'}, {'type': 's', 'time': '2025-05-13T17:17:57.970Z'}, {'type': 'l', 'time': '2025-05-13T17:18:01.399Z'}, {'type': 's', 'time': '2025-05-13T17:18:05.035Z'}, {'type': 's', 'time': '2025-05-13T17:18:08.225Z'}, {'type': 's', 'time': '2025-05-13T17:18:11.235Z'}, {'type': 'l', 'time': '2025-05-13T17:18:14.164Z'}, {'type': 's', 'time': '2025-05-13T17:18:15.998Z'}, {'type': 's', 'time': '2025-05-13T17:18:17.898Z'}, {'type': 's', 'time': '2025-05-13T17:18:20.852Z'}, {'type': 'l', 'time': '2025-05-13T17:18:28.621Z'}, {'type': 'l', 'time': '2025-05-13T17:18:32.134Z'}, {'type': 's', 'time': '2025-05-13T17:18:33.692Z'}, {'type': 's', 'time': '2025-05-13T17:18:35.365Z'}, {'type': 's', 'time': '2025-05-13T17:18:37.075Z'}, {'type': 's', 'time': '2025-05-13T17:18:39.611Z'}, {'type': 'l', 'time': '2025-05-13T17:18:42.400Z'}, {'type': 's', 'time': '2025-05-13T17:18:44.525Z'}, {'type': 's', 'time': '2025-05-13T17:18:47.981Z'}, {'type': 's', 'time': '2025-05-13T17:18:49.517Z'}, {'type': 's', 'time': '2025-05-13T17:18:51.259Z'}, {'type': 's', 'time': '2025-05-13T17:18:54.297Z'}, {'type': 'l', 'time': '2025-05-13T17:18:57.372Z'}, {'type': 's', 'time': '2025-05-13T17:18:58.674Z'}, {'type': 's', 'time': '2025-05-13T17:19:01.334Z'}, {'type': 's', 'time': '2025-05-13T17:19:05.643Z'}, {'type': 'l', 'time': '2025-05-13T17:19:11.015Z'}, {'type': 's', 'time': '2025-05-13T17:19:13.005Z'}, {'type': 's', 'time': '2025-05-13T17:19:14.595Z'}, {'type': 's', 'time': '2025-05-13T17:19:16.981Z'}, {'type': 'l', 'time': '2025-05-13T17:19:23.407Z'}]",31,11,42,20
26,26,3,B. pascuorum,1747156804878,2025-05-13T17:20:04.878Z,1747156924878,2025-05-13T17:22:04.878Z,"[{'type': 's', 'time': '2025-05-13T17:20:06.579Z'}, {'type': 's', 'time': '2025-05-13T17:20:10.832Z'}, {'type': 'l', 'time': '2025-05-13T17:20:13.352Z'}, {'type': 's', 'time': '2025-05-13T17:20:27.846Z'}, {'type': 's', 'time': '2025-05-13T17:20:35.396Z'}, {'type': 's', 'time': '2025-05-13T17:20:39.194Z'}, {'type': 's', 'time': '2025-05-13T17:20:41.843Z'}, {'type': 's', 'time': '2025-05-13T17:20:43.859Z'}, {'type': 's', 'time': '2025-05-13T17:20:44.848Z'}, {'type': 's', 'time': '2025-05-13T17:20:51.379Z'}, {'type': 's', 'time': '2025-05-13T17:20:56.727Z'}, {'type': 'l', 'time': '2025-05-13T17:21:02.624Z'}, {'type': 's', 'time': '2025-05-13T17:21:06.834Z'}, {'type': 's', 'time': '2025-05-13T17:21:12.636Z'}, {'type': 's', 'time': '2025-05-13T17:21:18.622Z'}, {'type': 's', 'time': '2025-05-13T17:21:24.999Z'}, {'type': 's', 'time': '2025-05-13T17:21:27.330Z'}, {'type': 's', 'time': '2025-05-13T17:21:30.001Z'}, {'type': 's', 'time': '2025-05-13T17:21:34.099Z'}, {'type': 's', 'time': '2025-05-13T17:21:38.781Z'}, {'type': 's', 'time': '2025-05-13T17:21:40.015Z'}, {'type': 's', 'time': '2025-05-13T17:21:41.425Z'}, {'type': 'l', 'time': '2025-05-13T17:21:45.192Z'}, {'type': 's', 'time': '2025-05-13T17:21:52.751Z'}, {'type': 's', 'time': '2025-05-13T17:21:56.633Z'}, {'type': 's', 'time': '2025-05-13T17:22:01.834Z'}, {'type': 's', 'time': '2025-05-13T17:22:04.482Z'}]",24,3,27,21
27,27,3,B. pascuorum,1747156976540,2025-05-13T17:22:56.540Z,1747157096540,2025-05-13T17:24:56.540Z,"[{'type': 's', 'time': '2025-05-13T17:23:03.487Z'}, {'type': 'l', 'time': '2025-05-13T17:23:06.056Z'}, {'type': 's', 'time': '2025-05-13T17:23:25.780Z'}, {'type': 'l', 'time': '2025-05-13T17:23:35.353Z'}, {'type': 'l', 'time': '2025-05-13T17:23:47.491Z'}, {'type': 's', 'time': '2025-05-13T17:24:01.618Z'}, {'type': 'l', 'time': '2025-05-13T17:24:05.616Z'}, {'type': 'l', 'time': '2025-05-13T17:24:10.752Z'}, {'type': 's', 'time': '2025-05-13T17:24:20.417Z'}, {'type': 'l', 'time': '2025-05-13T17:24:29.451Z'}, {'type': 's', 'time': '2025-05-13T17:24:38.135Z'}]",5,6,11,-1
28,28,3,B. pascuorum,1747157163976,2025-05-13T17:26:03.976Z,1747157283976,2025-05-13T17:28:03.976Z,"[{'type': 's', 'time': '2025-05-13T17:26:09.197Z'}, {'type': 's', 'time': '2025-05-13T17:26:13.746Z'}, {'type': 'l', 'time': '2025-05-13T17:26:18.763Z'}, {'type': 'l', 'time': '2025-05-13T17:26:21.386Z'}, {'type': 's', 'time': '2025-05-13T17:26:27.661Z'}, {'type': 'l', 'time': '2025-05-13T17:26:35.553Z'}, {'type': 's', 'time': '2025-05-13T17:26:39.846Z'}, {'type': 's', 'time': '2025-05-13T17:26:42.882Z'}, {'type': 's', 'time': '2025-05-13T17:26:46.032Z'}, {'type': 'l', 'time': '2025-05-13T17:26:55.329Z'}, {'type': 's', 'time': '2025-05-13T17:27:01.029Z'}, {'type': 's', 'time': '2025-05-13T17:27:06.754Z'}, {'type': 's', 'time': '2025-05-13T17:27:11.277Z'}, {'type': 'l', 'time': '2025-05-13T17:27:14.067Z'}, {'type': 's', 'time': '2025-05-13T17:27:15.958Z'}, {'type': 's', 'time': '2025-05-13T17:27:21.950Z'}, {'type': 'l', 'time': '2025-05-13T17:27:27.208Z'}, {'type': 's', 'time': '2025-05-13T17:27:31.091Z'}, {'type': 'l', 'time': '2025-05-13T17:27:32.120Z'}, {'type': 's', 'time': '2025-05-13T17:27:34.952Z'}, {'type': 's', 'time': '2025-05-13T17:27:39.034Z'}, {'type': 'l', 'time': '2025-05-13T17:27:45.981Z'}, {'type': 's', 'time': '2025-05-13T17:27:47.269Z'}, {'type': 's', 'time': '2025-05-13T17:27:48.949Z'}, {'type': 'l', 'time': '2025-05-13T17:27:50.150Z'}, {'type': 's', 'time': '2025-05-13T17:27:55.352Z'}, {'type': 's', 'time': '2025-05-13T17:27:59.749Z'}, {'type': 's', 'time': '2025-05-13T17:28:01.743Z'}]",19,9,28,10
29,29,3,B. pascuorum,1747157326123,2025-05-13T17:28:46.123Z,1747157446123,2025-05-13T17:30:46.123Z,"[{'type': 'l', 'time': '2025-05-13T17:28:48.642Z'}, {'type': 's', 'time': '2025-05-13T17:28:50.599Z'}, {'type': 'l', 'time': '2025-05-13T17:28:56.579Z'}, {'type': 's', 'time': '2025-05-13T17:29:04.082Z'}, {'type': 's', 'time': '2025-05-13T17:29:32.159Z'}, {'type': 'l', 'time': '2025-05-13T17:29:43.369Z'}, {'type': 's', 'time': '2025-05-13T17:29:45.018Z'}, {'type': 's', 'time': '2025-05-13T17:29:59.588Z'}, {'type': 's', 'time': '2025-05-13T17:30:01.953Z'}]",6,3,9,3
